bruises,cap_color,cap_shape,cap_surface,gill_attachment,gill_color,gill_size,gill_spacing,habitat,odor,output,population,ring_number,ring_type,spore_print_color,stalk_color_above_ring,stalk_color_below_ring,stalk_root,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,veil_color,veil_type
t,e,x,f,f,n,b,c,d,n,e,v,o,p,k,p,w,b,t,s,s,w,p
f,e,x,y,f,b,n,c,l,s,p,v,o,e,w,p,w,nan,t,s,k,w,p
t,g,f,y,f,n,b,c,d,n,e,v,o,p,k,p,w,b,t,s,s,w,p
f,n,x,s,f,b,n,c,l,s,p,v,o,e,w,w,p,nan,t,s,s,w,p
t,n,x,s,f,w,b,c,p,n,e,v,t,p,w,w,w,b,e,s,s,w,p
t,e,f,y,f,p,b,c,d,n,e,y,o,p,k,g,w,b,t,s,s,w,p
f,n,k,s,f,b,n,c,d,y,p,v,o,e,w,p,p,nan,t,s,s,w,p
f,e,k,s,f,b,n,c,l,s,p,v,o,e,w,w,w,nan,t,s,s,w,p
f,y,f,f,f,p,b,c,d,f,p,v,o,l,h,p,b,b,e,k,k,w,p
f,n,k,y,f,b,n,c,d,y,p,v,o,e,w,w,w,nan,t,s,s,w,p
t,e,x,f,f,u,b,c,d,n,e,y,o,p,k,p,p,b,t,s,s,w,p
f,n,f,f,f,p,b,w,g,n,e,s,o,e,n,w,w,e,t,f,s,w,p
t,n,f,s,f,p,n,c,u,p,p,v,o,p,n,w,w,e,e,s,s,w,p
f,e,f,s,f,b,n,c,p,y,p,v,o,e,w,w,w,nan,t,s,s,w,p
f,e,f,s,f,b,n,c,l,f,p,v,o,e,w,p,w,nan,t,s,s,w,p
t,y,x,y,f,g,b,c,g,l,e,n,o,p,k,w,w,c,e,s,s,w,p
f,n,k,s,f,b,n,c,l,f,p,v,o,e,w,p,w,nan,t,s,s,w,p
f,w,b,f,f,w,b,w,g,n,e,s,t,p,w,w,w,nan,e,k,k,w,p
t,g,x,s,f,w,b,c,p,n,e,v,t,p,w,w,w,b,e,s,s,w,p
f,n,b,s,a,y,b,c,l,n,e,c,o,p,y,o,o,nan,e,s,s,n,p
t,g,f,y,f,p,b,c,d,n,e,v,o,p,n,g,w,b,t,s,s,w,p
f,w,b,s,f,w,b,w,g,n,e,s,t,p,w,w,w,nan,e,k,k,w,p
f,g,f,f,f,p,b,c,g,f,p,v,o,l,h,n,n,b,e,k,k,w,p
t,w,x,y,f,n,n,c,u,p,p,s,o,p,k,w,w,e,e,s,s,w,p
f,n,x,s,f,b,n,c,d,f,p,v,o,e,w,p,p,nan,t,k,k,w,p
t,w,b,y,f,k,b,c,m,a,e,s,o,p,n,w,w,c,e,s,s,w,p
t,p,k,y,f,w,b,c,w,n,e,c,t,e,w,e,w,nan,e,s,s,w,p
f,n,k,s,f,b,n,c,p,y,p,v,o,e,w,w,w,nan,t,k,s,w,p
t,y,f,y,f,p,b,c,p,l,e,s,o,p,n,w,w,r,e,s,y,w,p
t,n,x,f,f,n,b,c,d,n,e,v,o,p,n,w,p,b,t,s,s,w,p
f,g,s,f,f,n,n,c,u,n,e,y,o,p,n,w,w,e,e,s,s,w,p
f,e,x,s,f,b,n,c,d,f,p,v,o,e,w,w,w,nan,t,s,k,w,p
t,n,x,y,f,n,n,c,u,p,p,v,o,p,n,w,w,e,e,s,s,w,p
t,n,f,f,f,w,b,c,d,n,e,y,o,p,n,g,w,b,t,s,s,w,p
f,n,x,y,f,b,n,c,p,y,p,v,o,e,w,w,w,nan,t,s,k,w,p
f,y,f,f,f,g,b,c,d,f,p,v,o,l,h,b,b,b,e,k,k,w,p
f,w,k,f,f,g,b,w,g,n,e,n,t,p,w,w,w,nan,e,k,s,w,p
f,e,f,y,f,b,n,c,l,s,p,v,o,e,w,w,w,nan,t,k,s,w,p
t,w,b,y,f,g,b,c,g,l,e,n,o,p,k,w,w,c,e,s,s,w,p
t,g,f,f,f,p,b,c,d,n,e,v,o,p,n,g,g,b,t,s,s,w,p
f,e,f,s,f,b,n,c,d,s,p,v,o,e,w,w,p,nan,t,s,s,w,p
f,g,x,f,f,h,b,w,g,n,e,s,o,e,n,w,w,e,t,f,s,w,p
f,g,f,f,f,g,b,c,g,f,p,y,o,l,h,p,n,b,e,k,k,w,p
f,e,k,s,f,b,n,c,l,y,p,v,o,e,w,p,p,nan,t,s,s,w,p
t,e,x,f,f,w,b,c,d,n,e,v,o,p,n,w,w,b,t,s,s,w,p
t,e,f,y,f,u,b,c,d,n,e,v,o,p,n,p,p,b,t,s,s,w,p
t,n,f,s,f,w,n,c,u,p,p,s,o,p,k,w,w,e,e,s,s,w,p
t,n,f,y,f,n,b,c,p,l,e,y,o,p,k,w,w,r,e,s,y,w,p
t,w,b,y,f,g,b,c,m,l,e,s,o,p,k,w,w,c,e,s,s,w,p
t,g,x,s,f,h,b,c,g,f,p,v,o,p,h,w,w,b,t,f,f,w,p
f,n,f,y,f,b,n,c,l,f,p,v,o,e,w,p,w,nan,t,s,k,w,p
f,n,x,s,f,b,n,c,d,f,p,v,o,e,w,w,p,nan,t,s,k,w,p
t,n,x,y,f,p,b,c,g,l,e,y,o,p,n,w,w,r,e,s,y,w,p
f,r,f,y,f,p,n,c,d,n,e,y,o,f,h,w,w,nan,e,s,f,w,p
t,g,x,s,f,h,b,c,u,f,p,v,o,p,h,w,w,b,t,s,f,w,p
f,n,f,s,f,b,n,c,p,y,p,v,o,e,w,p,w,nan,t,s,k,w,p
t,n,x,f,f,p,b,c,d,n,e,v,o,p,n,g,w,b,t,s,s,w,p
t,n,k,s,f,w,b,c,w,n,e,c,t,e,w,e,w,nan,e,s,s,w,p
t,g,x,y,f,p,b,c,d,n,e,y,o,p,k,p,w,b,t,s,s,w,p
f,y,f,f,f,h,b,c,g,f,p,y,o,l,h,n,n,b,e,k,k,w,p
t,e,f,y,f,p,b,c,d,n,e,y,o,p,n,p,p,b,t,s,s,w,p
f,y,x,f,f,g,b,c,d,f,p,y,o,l,h,b,n,b,e,k,k,w,p
t,n,k,s,f,w,b,c,w,n,e,c,t,e,w,e,e,nan,e,s,s,w,p
f,g,x,f,f,h,b,c,g,f,p,v,o,l,h,n,p,b,e,k,k,w,p
t,g,x,s,f,w,b,c,g,f,p,v,o,p,h,w,w,b,t,f,s,w,p
f,g,f,f,f,p,b,w,g,n,e,a,o,e,n,w,w,e,t,f,f,w,p
t,w,x,y,f,g,b,c,g,l,e,s,o,p,k,w,w,c,e,s,s,w,p
f,n,x,y,f,b,n,c,l,s,p,v,o,e,w,w,p,nan,t,s,s,w,p
f,n,k,y,f,b,n,c,p,f,p,v,o,e,w,w,w,nan,t,k,s,w,p
f,n,f,f,f,k,b,w,g,n,e,a,o,e,k,w,w,e,t,f,s,w,p
t,e,x,y,f,n,b,c,d,n,e,v,o,p,n,g,w,b,t,s,s,w,p
t,b,f,s,f,h,b,c,g,f,p,v,o,p,h,w,w,b,t,f,s,w,p
t,w,x,s,f,n,b,c,g,a,e,n,o,p,k,w,w,c,e,s,s,w,p
t,n,f,f,f,w,b,c,d,n,e,y,o,p,n,g,g,b,t,s,s,w,p
f,y,x,y,f,p,b,c,g,f,p,v,o,l,h,n,p,b,e,k,k,w,p
t,n,x,y,f,p,b,c,d,n,e,y,o,p,n,g,p,b,t,s,s,w,p
f,g,f,f,f,g,b,c,d,f,p,y,o,l,h,b,n,b,e,k,k,w,p
f,g,x,f,f,h,b,c,g,f,p,v,o,l,h,b,n,b,e,k,k,w,p
t,e,f,f,f,n,b,c,d,n,e,v,o,p,n,g,g,b,t,s,s,w,p
f,n,f,s,f,n,b,w,g,n,e,a,o,e,n,w,w,e,t,f,s,w,p
t,b,b,y,f,g,b,c,m,n,p,v,t,p,r,w,w,b,e,s,s,w,p
t,w,f,s,f,p,n,c,u,p,p,s,o,p,n,w,w,e,e,s,s,w,p
t,g,f,f,f,n,b,c,d,n,e,y,o,p,k,w,w,b,t,s,s,w,p
t,g,x,s,f,p,b,c,g,f,p,v,o,p,h,w,w,b,t,f,f,w,p
f,c,f,y,f,y,b,c,d,m,p,c,n,n,w,c,c,c,e,k,y,w,p
t,e,f,f,f,p,b,c,d,n,e,y,o,p,n,g,w,b,t,s,s,w,p
f,n,f,y,f,b,n,c,p,f,p,v,o,e,w,p,w,nan,t,s,s,w,p
f,g,x,f,f,h,b,w,g,n,e,a,o,e,n,w,w,e,t,f,f,w,p
f,y,x,f,f,g,b,c,g,f,p,y,o,l,h,b,p,b,e,k,k,w,p
t,g,x,f,f,w,b,c,d,n,e,y,o,p,k,g,g,b,t,s,s,w,p
t,n,x,y,f,n,n,c,u,p,p,s,o,p,n,w,w,e,e,s,s,w,p
t,w,x,y,f,k,b,c,g,a,e,s,o,p,n,w,w,c,e,s,s,w,p
f,e,k,y,f,b,n,c,p,f,p,v,o,e,w,p,w,nan,t,k,s,w,p
f,g,x,y,f,p,b,c,d,f,p,y,o,l,h,p,n,b,e,k,k,w,p
f,n,x,y,f,b,n,c,p,f,p,v,o,e,w,p,w,nan,t,s,k,w,p
f,g,f,y,f,g,b,c,d,f,p,y,o,l,h,p,n,b,e,k,k,w,p
f,e,x,s,f,b,n,c,p,y,p,v,o,e,w,p,p,nan,t,s,k,w,p
t,n,f,y,f,u,b,c,d,n,e,y,o,p,n,w,w,b,t,s,s,w,p
t,n,f,s,f,n,n,c,g,p,p,s,o,p,k,w,w,e,e,s,s,w,p
t,w,b,y,f,g,b,c,g,a,e,n,o,p,n,w,w,c,e,s,s,w,p
f,y,f,f,f,g,b,c,g,f,p,y,o,l,h,b,p,b,e,k,k,w,p
t,e,x,y,f,p,b,c,d,n,e,v,o,p,k,g,g,b,t,s,s,w,p
t,e,f,f,f,w,b,c,d,n,e,y,o,p,n,p,p,b,t,s,s,w,p
t,n,x,f,f,p,b,c,d,n,e,y,o,p,k,g,p,b,t,s,s,w,p
f,g,f,s,f,p,b,w,g,n,e,a,o,e,k,w,w,e,t,s,s,w,p
t,w,b,s,f,k,b,c,m,l,e,s,o,p,n,w,w,c,e,s,s,w,p
f,e,x,s,f,b,n,c,l,s,p,v,o,e,w,p,w,nan,t,k,k,w,p
f,e,f,s,f,b,n,c,d,f,p,v,o,e,w,p,w,nan,t,s,k,w,p
f,y,f,y,f,h,b,c,g,f,p,y,o,l,h,n,n,b,e,k,k,w,p
f,g,f,s,f,k,b,w,g,n,e,s,o,e,n,w,w,e,t,f,s,w,p
f,n,x,s,f,b,n,c,p,s,p,v,o,e,w,w,w,nan,t,s,s,w,p
f,n,f,s,f,k,b,w,g,n,e,s,o,e,k,w,w,e,t,f,s,w,p
t,e,f,y,f,w,b,c,d,n,e,y,o,p,k,p,p,b,t,s,s,w,p
f,g,f,f,f,g,b,c,g,f,p,v,o,l,h,p,p,b,e,k,k,w,p
f,n,f,s,f,b,n,c,l,y,p,v,o,e,w,p,p,nan,t,s,k,w,p
f,g,f,f,f,g,b,c,g,f,p,y,o,l,h,n,n,b,e,k,k,w,p
t,n,f,y,f,w,b,c,p,n,e,v,t,p,w,w,w,b,e,s,s,w,p
t,n,x,y,f,n,b,c,d,n,e,v,o,p,n,w,w,b,t,s,s,w,p
f,w,k,s,f,g,b,w,g,n,e,n,t,p,w,w,w,nan,e,k,k,w,p
t,b,x,s,f,p,b,c,g,f,p,v,o,p,h,w,w,b,t,f,s,w,p
t,n,f,y,f,p,b,c,d,n,e,y,o,p,k,p,g,b,t,s,s,w,p
f,n,f,s,f,b,n,c,l,y,p,v,o,e,w,p,w,nan,t,s,k,w,p
f,e,f,s,f,b,n,c,p,s,p,v,o,e,w,w,p,nan,t,k,s,w,p
t,y,x,y,f,k,b,c,m,a,e,n,o,p,n,w,w,c,e,s,s,w,p
f,y,f,y,f,g,b,c,p,f,p,v,o,l,h,p,p,b,e,k,k,w,p
f,w,x,f,f,p,n,c,d,c,p,s,o,p,k,w,w,b,e,s,s,w,p
f,e,x,y,f,b,n,c,p,s,p,v,o,e,w,w,w,nan,t,k,k,w,p
t,b,x,y,f,w,b,c,w,n,e,c,t,e,w,e,w,nan,e,s,s,w,p
f,n,f,s,f,b,n,c,l,y,p,v,o,e,w,w,w,nan,t,k,k,w,p
f,n,f,s,f,b,n,c,d,y,p,v,o,e,w,p,w,nan,t,s,s,w,p
t,g,x,y,f,n,b,c,d,n,e,v,o,p,n,p,w,b,t,s,s,w,p
t,n,f,f,f,w,b,c,d,n,e,v,o,p,n,g,w,b,t,s,s,w,p
f,w,x,s,f,h,b,w,g,n,e,a,o,e,n,w,w,e,t,s,s,w,p
t,e,x,f,f,p,b,c,d,n,e,v,o,p,k,p,w,b,t,s,s,w,p
t,w,x,s,f,n,b,c,m,l,e,n,o,p,k,w,w,c,e,s,s,w,p
f,g,f,y,f,g,b,c,g,f,p,v,o,l,h,p,b,b,e,k,k,w,p
t,w,x,s,f,w,b,c,g,f,p,v,o,p,h,w,w,b,t,s,f,w,p
t,y,x,y,f,p,b,c,p,a,e,y,o,p,n,w,w,r,e,s,y,w,p
f,w,x,s,f,g,b,w,g,n,e,s,t,p,w,w,w,nan,e,k,s,w,p
t,n,x,y,f,p,b,c,d,n,e,v,o,p,n,g,w,b,t,s,s,w,p
f,e,x,s,f,b,n,c,d,y,p,v,o,e,w,p,p,nan,t,s,s,w,p
f,n,f,y,f,b,n,c,l,s,p,v,o,e,w,w,w,nan,t,k,k,w,p
f,e,x,y,f,b,n,c,l,y,p,v,o,e,w,w,w,nan,t,s,s,w,p
f,g,x,f,f,g,n,c,u,n,e,v,o,p,n,w,w,e,e,s,s,w,p
f,n,f,s,f,n,b,w,g,n,e,s,o,e,k,w,w,e,t,f,s,w,p
f,w,x,s,f,n,b,w,g,n,e,a,o,e,n,w,w,e,t,f,f,w,p
t,n,f,f,f,n,b,c,d,n,e,v,o,p,n,p,g,b,t,s,s,w,p
t,n,x,y,f,k,n,c,g,p,p,s,o,p,n,w,w,e,e,s,s,w,p
t,y,f,y,f,n,b,c,p,l,e,y,o,p,n,w,w,r,e,s,y,w,p
f,n,x,s,f,b,n,c,p,s,p,v,o,e,w,w,p,nan,t,s,k,w,p
t,w,x,y,f,w,n,c,g,p,p,s,o,p,n,w,w,e,e,s,s,w,p
f,n,x,s,f,k,b,w,g,n,e,a,o,e,n,w,w,e,t,f,f,w,p
f,n,k,s,f,b,n,c,l,y,p,v,o,e,w,p,p,nan,t,s,s,w,p
f,n,b,y,f,w,b,c,p,n,e,y,t,p,w,n,n,b,e,y,y,w,p
f,y,x,y,f,p,b,c,g,f,p,y,o,l,h,p,p,b,e,k,k,w,p
t,w,f,s,f,w,b,c,u,f,p,v,o,p,h,w,w,b,t,s,s,w,p
f,n,x,s,f,b,n,c,p,s,p,v,o,e,w,p,w,nan,t,k,k,w,p
f,y,f,f,f,g,b,c,d,f,p,v,o,l,h,p,p,b,e,k,k,w,p
f,e,f,y,f,b,n,c,p,s,p,v,o,e,w,p,p,nan,t,k,k,w,p
f,n,f,s,f,p,b,w,g,n,e,s,o,e,n,w,w,e,t,f,f,w,p
t,n,x,f,f,u,b,c,d,n,e,v,o,p,n,g,w,b,t,s,s,w,p
f,g,x,f,f,h,b,c,d,f,p,y,o,l,h,b,n,b,e,k,k,w,p
t,w,f,s,f,p,n,c,g,p,p,v,o,p,n,w,w,e,e,s,s,w,p
t,w,x,s,f,h,b,c,u,f,p,v,o,p,h,w,w,b,t,f,s,w,p
f,n,k,s,f,w,b,c,d,n,e,y,t,p,w,n,n,b,e,y,y,w,p
f,w,x,f,f,k,b,w,g,n,e,a,o,e,k,w,w,e,t,s,f,w,p
t,n,x,y,f,n,b,c,d,n,e,v,o,p,k,w,p,b,t,s,s,w,p
t,g,x,s,f,w,b,c,g,f,p,s,o,p,h,w,w,b,t,f,f,w,p
f,y,f,f,f,p,b,c,g,f,p,v,o,l,h,p,n,b,e,k,k,w,p
f,y,x,f,f,g,b,c,g,f,p,v,o,l,h,b,b,b,e,k,k,w,p
f,y,f,y,f,h,b,c,g,f,p,v,o,l,h,b,p,b,e,k,k,w,p
f,y,f,y,f,p,b,c,p,f,p,v,o,l,h,n,b,b,e,k,k,w,p
t,n,f,f,f,w,b,c,d,n,e,v,o,p,n,w,g,b,t,s,s,w,p
f,g,x,f,f,p,b,c,p,f,p,y,o,l,h,n,b,b,e,k,k,w,p
t,g,f,f,f,u,b,c,d,n,e,v,o,p,n,w,g,b,t,s,s,w,p
t,e,x,f,f,u,b,c,d,n,e,v,o,p,n,p,w,b,t,s,s,w,p
f,w,f,s,f,h,b,w,g,n,e,a,o,e,k,w,w,e,t,f,f,w,p
f,n,f,y,f,b,n,c,l,y,p,v,o,e,w,w,p,nan,t,k,k,w,p
t,w,f,y,f,r,b,c,m,n,p,v,t,p,r,w,w,b,e,s,s,w,p
t,w,x,s,f,w,b,c,g,a,e,n,o,p,k,w,w,c,e,s,s,w,p
f,g,f,y,f,h,b,c,p,f,p,v,o,l,h,b,b,b,e,k,k,w,p
f,e,k,s,f,b,n,c,l,f,p,v,o,e,w,w,w,nan,t,k,s,w,p
t,w,f,y,f,g,b,c,g,n,p,v,t,p,r,w,w,b,e,s,s,w,p
f,g,x,f,f,h,b,c,p,f,p,v,o,l,h,n,p,b,e,k,k,w,p
t,n,f,y,f,p,b,c,d,n,e,y,o,p,n,p,g,b,t,s,s,w,p
t,g,f,y,f,p,b,c,d,n,e,y,o,p,n,p,g,b,t,s,s,w,p
f,n,f,s,f,h,b,w,g,n,e,s,o,e,n,w,w,e,t,s,s,w,p
f,y,f,y,f,h,b,c,d,f,p,v,o,l,h,b,n,b,e,k,k,w,p
f,y,x,y,f,g,b,c,g,f,p,v,o,l,h,p,n,b,e,k,k,w,p
t,g,f,y,f,w,b,c,d,n,e,y,o,p,k,g,w,b,t,s,s,w,p
t,n,x,f,f,u,b,c,d,n,e,v,o,p,k,p,w,b,t,s,s,w,p
f,e,k,s,f,b,n,c,l,s,p,v,o,e,w,w,p,nan,t,k,k,w,p
f,n,x,s,f,b,n,c,p,s,p,v,o,e,w,p,p,nan,t,s,k,w,p
t,w,x,s,f,n,n,c,u,p,p,v,o,p,n,w,w,e,e,s,s,w,p
f,g,k,s,f,g,b,w,g,n,e,n,t,p,w,w,w,nan,e,k,k,w,p
f,n,f,s,f,b,n,c,d,s,p,v,o,e,w,p,w,nan,t,s,s,w,p
f,w,x,s,f,u,n,w,d,c,p,s,o,p,n,w,w,b,e,s,s,w,p
t,n,f,f,f,n,b,c,d,n,e,y,o,p,n,g,g,b,t,s,s,w,p
f,g,x,s,f,n,b,w,g,n,e,s,o,e,k,w,w,e,t,s,s,w,p
t,g,x,y,f,n,b,c,d,n,e,v,o,p,k,p,g,b,t,s,s,w,p
t,n,x,f,f,n,b,c,d,n,e,v,o,p,k,w,g,b,t,s,s,w,p
f,y,x,f,f,p,b,c,p,f,p,v,o,l,h,n,b,b,e,k,k,w,p
f,n,b,s,a,n,b,c,l,n,e,v,o,p,o,o,o,nan,e,s,s,n,p
f,y,x,f,f,h,b,c,g,f,p,y,o,l,h,n,p,b,e,k,k,w,p
t,n,f,y,f,w,b,c,d,n,e,v,o,p,k,p,w,b,t,s,s,w,p
f,y,f,f,f,p,b,c,d,f,p,y,o,l,h,p,p,b,e,k,k,w,p
t,n,x,y,f,n,b,c,d,n,e,y,o,p,n,g,p,b,t,s,s,w,p
t,w,f,y,f,p,n,c,u,p,p,s,o,p,k,w,w,e,e,s,s,w,p
t,e,f,y,f,u,b,c,d,n,e,y,o,p,n,g,p,b,t,s,s,w,p
f,e,f,y,f,b,n,c,l,y,p,v,o,e,w,p,p,nan,t,s,k,w,p
f,e,k,y,f,b,n,c,d,s,p,v,o,e,w,p,p,nan,t,s,k,w,p
f,y,f,f,f,p,b,c,d,f,p,v,o,l,h,n,n,b,e,k,k,w,p
f,n,x,s,f,b,n,c,d,f,p,v,o,e,w,p,p,nan,t,s,k,w,p
t,p,b,y,f,g,b,c,m,n,p,v,t,p,r,w,w,b,e,s,s,w,p
f,e,x,y,f,b,n,c,d,s,p,v,o,e,w,w,p,nan,t,k,k,w,p
f,g,x,y,f,g,b,c,g,f,p,y,o,l,h,b,b,b,e,k,k,w,p
f,y,x,y,f,h,b,c,g,f,p,v,o,l,h,p,p,b,e,k,k,w,p
t,w,f,y,f,n,n,c,g,p,p,s,o,p,n,w,w,e,e,s,s,w,p
t,e,x,y,f,w,b,c,d,n,e,y,o,p,n,g,g,b,t,s,s,w,p
f,e,k,y,f,b,n,c,d,s,p,v,o,e,w,w,p,nan,t,k,s,w,p
f,w,x,f,f,u,n,w,d,c,p,v,o,p,k,w,w,b,e,s,s,w,p
f,w,f,f,f,p,b,w,g,n,e,s,o,e,k,w,w,e,t,s,s,w,p
t,n,f,f,f,w,b,c,d,n,e,y,o,p,k,w,g,b,t,s,s,w,p
t,w,x,s,f,p,b,c,g,f,p,s,o,p,h,w,w,b,t,f,s,w,p
t,n,f,y,f,n,b,c,p,a,e,s,o,p,n,w,w,r,e,s,y,w,p
f,u,f,y,f,h,n,c,d,n,e,v,o,f,h,w,w,nan,e,s,f,w,p
f,e,f,s,f,b,n,c,l,f,p,v,o,e,w,w,p,nan,t,s,k,w,p
t,w,x,y,f,w,b,c,g,l,e,n,o,p,k,w,w,c,e,s,s,w,p
t,e,x,y,f,w,b,c,d,n,e,y,o,p,k,g,w,b,t,s,s,w,p
f,w,b,s,f,g,b,w,g,n,e,s,t,p,w,w,w,nan,e,k,k,w,p
f,n,b,s,a,o,b,c,l,n,e,c,o,p,b,o,o,nan,e,s,s,o,p
f,g,f,f,f,k,b,w,g,n,e,a,o,e,n,w,w,e,t,f,s,w,p
f,w,x,s,f,k,b,w,g,n,e,a,o,e,n,w,w,e,t,f,f,w,p
f,n,x,f,f,k,n,c,u,n,e,v,o,p,k,w,w,e,e,s,s,w,p
t,b,x,s,f,h,b,c,g,f,p,v,o,p,h,w,w,b,t,s,s,w,p
f,e,x,s,f,b,n,c,p,f,p,v,o,e,w,w,p,nan,t,k,s,w,p
f,n,x,s,f,b,n,c,p,y,p,v,o,e,w,w,p,nan,t,s,s,w,p
f,g,x,y,f,g,b,c,p,f,p,y,o,l,h,b,n,b,e,k,k,w,p
f,n,k,s,f,b,n,c,d,y,p,v,o,e,w,w,w,nan,t,s,k,w,p
f,p,x,s,f,g,n,c,d,c,p,s,o,p,n,w,w,b,e,s,s,w,p
t,n,f,f,f,n,b,c,d,n,e,v,o,p,n,p,p,b,t,s,s,w,p
f,y,f,y,f,w,n,w,l,n,p,c,o,e,w,y,y,c,e,y,y,y,p
f,g,x,y,f,h,b,c,d,f,p,y,o,l,h,b,n,b,e,k,k,w,p
f,y,f,f,f,h,b,c,d,f,p,v,o,l,h,b,p,b,e,k,k,w,p
f,y,x,f,f,p,b,c,d,f,p,y,o,l,h,b,p,b,e,k,k,w,p
t,n,f,f,f,w,b,c,d,n,e,v,o,p,n,p,p,b,t,s,s,w,p
t,n,f,y,f,p,b,c,d,n,e,v,o,p,n,w,g,b,t,s,s,w,p
f,n,k,y,f,b,n,c,p,y,p,v,o,e,w,p,w,nan,t,k,k,w,p
t,y,b,y,f,k,b,c,m,a,e,n,o,p,n,w,w,c,e,s,s,w,p
f,g,f,f,f,h,b,w,g,n,e,a,o,e,k,w,w,e,t,f,f,w,p
t,w,b,s,f,n,b,c,g,l,e,n,o,p,k,w,w,c,e,s,s,w,p
t,y,x,y,f,w,b,c,m,a,e,n,o,p,k,w,w,c,e,s,s,w,p
f,w,f,f,f,n,b,w,g,n,e,s,o,e,k,w,w,e,t,f,f,w,p
f,g,x,f,f,k,b,w,g,n,e,s,o,e,n,w,w,e,t,s,s,w,p
f,y,f,y,f,g,b,c,g,f,p,y,o,l,h,p,n,b,e,k,k,w,p
f,g,x,f,f,k,b,w,g,n,e,a,o,e,k,w,w,e,t,f,s,w,p
f,y,f,y,f,p,b,c,g,f,p,y,o,l,h,p,p,b,e,k,k,w,p
f,n,k,s,f,w,b,c,p,n,e,y,t,p,w,n,n,b,e,y,y,w,p
t,n,f,f,f,p,b,c,d,n,e,y,o,p,k,g,p,b,t,s,s,w,p
t,b,x,y,f,w,b,c,w,n,e,c,t,e,w,w,e,nan,e,s,s,w,p
t,p,k,s,f,w,b,c,w,n,e,c,t,e,w,e,e,nan,e,s,s,w,p
f,g,x,y,f,h,b,c,g,f,p,v,o,l,h,b,b,b,e,k,k,w,p
t,n,x,y,f,n,b,c,d,n,e,v,o,p,n,g,p,b,t,s,s,w,p
f,e,f,s,f,b,n,c,d,f,p,v,o,e,w,p,p,nan,t,k,s,w,p
t,g,x,f,f,u,b,c,d,n,e,v,o,p,n,p,p,b,t,s,s,w,p
f,e,x,y,f,b,n,c,p,y,p,v,o,e,w,w,w,nan,t,k,s,w,p
f,g,x,f,f,h,b,c,d,f,p,y,o,l,h,n,n,b,e,k,k,w,p
f,e,x,s,f,b,n,c,l,y,p,v,o,e,w,p,p,nan,t,s,k,w,p
f,g,x,y,f,h,b,c,g,f,p,y,o,l,h,n,n,b,e,k,k,w,p
t,e,f,f,f,p,b,c,d,n,e,v,o,p,k,g,w,b,t,s,s,w,p
t,e,x,y,f,p,b,c,d,n,e,y,o,p,k,p,g,b,t,s,s,w,p
t,g,f,y,f,w,b,c,d,n,e,v,o,p,n,w,p,b,t,s,s,w,p
f,n,k,s,f,b,n,c,d,f,p,v,o,e,w,p,p,nan,t,s,k,w,p
t,w,b,s,f,g,b,c,m,n,p,v,t,p,r,w,w,b,e,s,s,w,p
f,w,x,s,f,g,n,w,d,c,p,v,o,p,n,w,w,b,e,s,s,w,p
t,b,x,s,f,w,b,c,g,f,p,v,o,p,h,w,w,b,t,f,f,w,p
f,w,f,s,f,n,b,w,g,n,e,a,o,e,k,w,w,e,t,f,f,w,p
f,g,x,f,f,p,b,c,d,f,p,y,o,l,h,p,b,b,e,k,k,w,p
f,n,x,s,f,b,n,c,l,s,p,v,o,e,w,p,w,nan,t,s,s,w,p
t,e,f,y,f,n,b,c,d,n,e,y,o,p,n,g,w,b,t,s,s,w,p
f,e,f,y,f,b,n,c,p,y,p,v,o,e,w,p,p,nan,t,k,s,w,p
t,e,x,y,f,n,b,c,d,n,e,v,o,p,k,p,g,b,t,s,s,w,p
t,p,f,s,f,w,b,c,p,n,e,v,t,p,w,w,w,b,e,s,s,w,p
t,b,x,s,f,h,b,c,g,f,p,s,o,p,h,w,w,b,t,f,f,w,p
t,n,f,y,f,n,b,c,d,n,e,v,o,p,k,p,w,b,t,s,s,w,p
f,n,f,s,f,b,n,c,d,s,p,v,o,e,w,w,w,nan,t,k,k,w,p
t,w,x,y,f,k,n,c,g,p,p,v,o,p,k,w,w,e,e,s,s,w,p
f,n,k,y,f,b,n,c,l,y,p,v,o,e,w,w,w,nan,t,k,k,w,p
t,n,f,y,f,u,b,c,d,n,e,y,o,p,k,w,p,b,t,s,s,w,p
f,n,k,y,f,b,n,c,l,y,p,v,o,e,w,w,p,nan,t,s,k,w,p
t,w,x,s,f,n,n,c,g,p,p,v,o,p,k,w,w,e,e,s,s,w,p
f,c,x,y,f,y,b,c,d,m,p,c,n,n,w,c,c,c,e,k,y,w,p
t,e,x,f,f,n,b,c,d,n,e,y,o,p,n,g,g,b,t,s,s,w,p
t,e,x,y,f,u,b,c,d,n,e,v,o,p,n,w,p,b,t,s,s,w,p
f,w,k,f,f,w,b,w,g,n,e,n,t,p,w,w,w,nan,e,k,k,w,p
f,y,x,y,f,g,b,c,g,f,p,y,o,l,h,p,n,b,e,k,k,w,p
f,n,x,y,f,w,n,c,d,n,p,v,o,e,w,w,y,nan,e,k,y,w,p
f,g,f,f,f,p,b,w,g,n,e,a,o,e,k,w,w,e,t,f,s,w,p
t,n,f,f,f,u,b,c,d,n,e,y,o,p,k,g,g,b,t,s,s,w,p
